Activity Type,Age,Country,Gender,Month,Number of Records,Shark Species,Year,Is Fatal,Is Provoked
Swimming & Diving,47,AUSTRALIA,Male,Dec,1,Others,1919,1,Unprovoked
Boating,,AUSTRALIA,Male,Nov,1,Others,1919,0,Unprovoked
Swimming & Diving,,COSTA RICA,Male,Sep,1,Others,1919,1,Unprovoked
Swimming & Diving,,USA,Male,Aug,1,Others,1919,0,Unprovoked
Swimming & Diving,,USA,Male,May,1,Others,1919,0,Unprovoked
Air/Sea Disaster,,USA,Male,Apr,1,Great White Shark,1919,1,Unprovoked
Air/Sea Disaster,,AUSTRALIA,Male,Mar,1,Others,1919,0,Invalid
Swimming & Diving,,AUSTRALIA,Male,Jan,1,Great White Shark,1919,0,Unprovoked
Swimming & Diving,,NEW ZEALAND,Female,Jan,1,Others,1919,0,Unprovoked
Wading,13,AUSTRALIA,Male,Jan,1,Others,1919,1,Unprovoked
Fishing,38,AUSTRALIA,Male,Jan,1,Others,1919,1,Unprovoked
Fishing,,ITALY,Male,Unknown,1,Others,1919,0,Boating
Swimming & Diving,,USA,Female,Unknown,1,Others,1919,0,Unprovoked
Fishing,,USA,Male,Nov,1,Others,1918,1,Unprovoked
Swimming & Diving,,SAN DOMINGO,Male,Nov,1,Great White Shark,1918,1,Sea Disaster
Wading,22,AUSTRALIA,Male,Sep,1,Others,1918,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Mar,1,Others,1918,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Unknown,1,Others,1918,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Dec,1,Others,1917,0,Unprovoked
Swimming & Diving,,MOZAMBIQUE,Male,Nov,1,Others,1917,1,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,1917,0,Unprovoked
Fishing,,USA,Male,Sep,1,Others,1917,0,Provoked
Swimming & Diving,,PANAMA,Male,Sep,1,Others,1917,1,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Others,1917,1,Unprovoked
War Time,,IRELAND,Male,Jul,1,Others,1917,1,Sea Disaster
Swimming & Diving,,USA,Male,Jun,1,Others,1917,0,Unprovoked
Swimming & Diving,,PHILIPPINES,Male,May,1,Others,1917,1,Unprovoked
Swimming & Diving,,KUWAIT,Male,May,1,Others,1917,0,Unprovoked
Swimming & Diving,,LIBYA,Male,Unknown,1,Others,1917,0,Unprovoked
Wading,25,AUSTRALIA,Male,Dec,1,Others,1916,0,Unprovoked
Others,41,AUSTRALIA,Male,Dec,1,Others,1916,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Female,Dec,1,Others,1916,0,Unprovoked
Others,,PANAMA,Male,Nov,1,Others,1916,0,Provoked
Swimming & Diving,,AUSTRALIA,Male,Nov,1,Others,1916,1,Unprovoked
Wading,27,AUSTRALIA,Male,Nov,1,Others,1916,1,Unprovoked
Fishing,,USA,Male,Oct,1,Others,1916,1,Provoked
Fishing,,USA,Male,Aug,1,Others,1916,0,Unprovoked
Fishing,,USA,Male,Jul,1,Others,1916,0,Unprovoked
Swimming & Diving,,USA,Female,Jul,1,Others,1916,0,Invalid
Swimming & Diving,,USA,Male,Jul,1,Others,1916,0,Unprovoked
Swimming & Diving,12,USA,Male,Jul,1,Others,1916,0,Unprovoked
Swimming & Diving,24,USA,Male,Jul,1,Others,1916,1,Unprovoked
Swimming & Diving,10,USA,Male,Jul,1,Others,1916,1,Unprovoked
Boating,,BAHAMAS,Male,Jul,1,Others,1916,1,Sea Disaster
Swimming & Diving,,SPAIN,Male,Jul,1,Others,1916,0,Unprovoked
Wading,,PHILIPPINES,Male,Jul,1,Others,1916,0,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Great White Shark,1916,1,Unprovoked
Swimming & Diving,24,USA,Male,Jul,1,Great White Shark,1916,1,Unprovoked
Swimming & Diving,,USA,Male,Jun,1,Others,1916,0,Unprovoked
Boating,,ATLANTIC OCEAN,Male,Jun,1,Others,1916,1,Unprovoked
Others,26,USA,Male,Jun,1,Others,1916,0,Provoked
Swimming & Diving,,AUSTRALIA,Male,Apr,1,Others,1916,1,Unprovoked
Boating,17,AUSTRALIA,Male,Apr,1,Others,1916,1,Unprovoked
Wading,,AUSTRALIA,Male,Mar,1,Others,1916,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Dec,1,Others,1915,0,Unprovoked
Wading,10,AUSTRALIA,Male,Nov,1,Others,1915,0,Unprovoked
Wading,,AUSTRALIA,Male,Nov,1,Others,1915,0,Unprovoked
Others,,USA,Male,Aug,1,Others,1915,0,Unprovoked
Fishing,,MEXICO,Male,Jul,1,Others,1915,1,Unprovoked
Wading,,MEXICO,Male,Jul,1,Others,1915,1,Unprovoked
Air/Sea Disaster,,EGYPT,Male,May,1,Others,1915,1,Invalid
Swimming & Diving,,AUSTRALIA,Male,Mar,1,Others,1915,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Feb,1,Others,1915,0,Unprovoked
Fishing,,NEW ZEALAND,Male,Jan,1,Others,1915,1,Invalid
Wading,17,AUSTRALIA,Male,Jan,1,Others,1915,1,Unprovoked
Others,,USA,Male,Unknown,1,Great White Shark,1915,0,Invalid
Swimming & Diving,,AUSTRALIA,Male,Dec,1,Others,1914,0,Unprovoked
Swimming & Diving,,SAMOA,Female,Oct,1,Others,1914,0,Sea Disaster
Air/Sea Disaster,,JAMAICA,Male,Sep,1,Others,1914,1,Unprovoked
Swimming & Diving,17,USA,Male,Sep,1,Others,1914,1,Unprovoked
Wading,,CROATIA,Female,Jul,1,Great White Shark,1914,0,Unprovoked
Fishing,,USA,Male,Jul,1,Others,1914,0,Provoked
Others,,CROATIA,Male,Jul,1,Great White Shark,1914,0,Unprovoked
Fishing,,MONTENEGRO,Male,Jun,1,Others,1914,0,Boating
Wading,43,AUSTRALIA,Male,Jun,1,Others,1914,1,Unprovoked
Swimming & Diving,,NEW CALEDONIA,Male,May,1,Others,1914,1,Sea Disaster
Fishing,,USA,Female,May,1,Others,1914,0,Provoked
Swimming & Diving,,USA,Male,Mar,1,Others,1914,1,Invalid
War Time,,USA,Male,Mar,1,Others,1914,1,Unprovoked
Wading,,AUSTRALIA,Male,Feb,1,Tiger Shark,1914,0,Unprovoked
Boating,,AUSTRALIA,Male,Feb,1,Others,1914,0,Unprovoked
Wading,,AUSTRALIA,Female,Jan,1,Others,1914,0,Unprovoked
Others,,SOUTH AFRICA,Female,Unknown,1,Others,1914,0,Unprovoked
Fishing,,USA,Unknown,Dec,1,Others,1913,0,Provoked
Boating,,NIGERIA,Male,Nov,1,Others,1913,1,Unprovoked
Swimming & Diving,12,AUSTRALIA,Male,Nov,1,Others,1913,0,Unprovoked
Others,,USA,Male,Sep,1,Great White Shark,1913,0,Unprovoked
Others,,CROATIA,Male,Sep,1,Others,1913,0,Provoked
Others,,USA,Male,Aug,1,Others,1913,0,Invalid
Others,,USA,Female,Aug,1,Others,1913,0,Invalid
Others,,ITALY,Unknown,Aug,1,Others,1913,1,Invalid
Others,,USA,Male,Jul,1,Others,1913,1,Unprovoked
Fishing,,USA,Male,May,1,Others,1913,0,Provoked
Others,,AUSTRALIA,Male,May,1,Others,1913,0,Provoked
Others,,SAMOA,Male,Mar,1,Others,1913,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Jan,1,Tiger Shark,1913,0,Unprovoked
Swimming & Diving,,REUNION,Male,Unknown,1,Others,1913,1,Unprovoked
Swimming & Diving,,REUNION,Male,Unknown,1,Others,1913,1,Unprovoked
Others,,AUSTRALIA,Male,Unknown,1,Others,1913,0,Unprovoked
Swimming & Diving,12,USA,Male,Aug,1,Others,1912,1,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Others,1912,0,Unprovoked
Wading,,SOLOMON ISLANDS,Male,Jul,1,Others,1912,1,Unprovoked
Others,,SOUTH AFRICA,Male,May,1,Others,1912,0,Invalid
Swimming & Diving,,NEW ZEALAND,Male,Mar,1,Others,1912,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Feb,1,Others,1912,0,Provoked
Swimming & Diving,18,AUSTRALIA,Male,Feb,1,Others,1912,0,Unprovoked
Swimming & Diving,,NEW CALEDONIA,Male,Feb,1,Others,1912,0,Unprovoked
Swimming & Diving,21,AUSTRALIA,Male,Jan,1,Bronze Whaler Shark,1912,1,Unprovoked
Air/Sea Disaster,7,FIJI,Male,Jan,1,Others,1912,1,Unprovoked
Others,,AUSTRALIA,Male,Jan,1,Others,1912,0,Unprovoked
Wading,,AUSTRALIA,Male,Jan,1,Others,1912,1,Unprovoked
Air/Sea Disaster,,SPAIN,Male,Unknown,1,Great White Shark,1912,1,Unprovoked
Others,,USA,Male,Nov,1,Others,1911,1,Invalid
Boating,,USA,Male,Oct,1,Others,1911,1,Unprovoked
Swimming & Diving,23,AUSTRALIA,Male,Oct,1,Others,1911,0,Unprovoked
Wading,,USA,Male,Sep,1,Others,1911,1,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,1911,1,Unprovoked
Wading,,USA,Male,Sep,1,Others,1911,0,Unprovoked
Wading,,SPAIN,Male,Jul,1,Others,1911,1,Unprovoked
Fishing,,USA,Male,Jul,1,Others,1911,0,Provoked
Wading,64,SOUTH AFRICA,Male,May,1,Others,1911,1,Unprovoked
Fishing,,USA,Male,May,1,Others,1911,0,Provoked
Swimming & Diving,,SOUTH AFRICA,Male,May,1,Others,1911,1,Unprovoked
Fishing,,NEW ZEALAND,Unknown,Apr,1,Others,1911,0,Boating
Swimming & Diving,,AUSTRALIA,Male,Mar,1,Others,1911,1,Unprovoked
Air/Sea Disaster,22,AUSTRALIA,Male,Jan,1,Others,1911,0,Sea Disaster
Swimming & Diving,,USA,Male,Unknown,1,Others,1911,0,Unprovoked
Fishing,50,NEW ZEALAND,Male,Unknown,1,Others,1911,1,Unprovoked
Others,,CROATIA,Male,Dec,1,Others,1910,1,Invalid
Swimming & Diving,,AUSTRALIA,Male,Dec,1,Others,1910,1,Sea Disaster
Fishing,,NORTH ATLANTIC OCEAN,Male,Nov,1,Wobbegong,1910,0,Provoked
Wading,,AUSTRALIA,Male,Nov,1,Blue Shark,1910,0,Unprovoked
Swimming & Diving,,MEXICO,Male,Jun,1,Others,1910,0,Unprovoked
Swimming & Diving,,MOZAMBIQUE,Unknown,Jun,1,Others,1910,1,Sea Disaster
Boating,,USA,Male,May,1,Others,1910,0,Invalid
Air/Sea Disaster,,PANAMA,Male,Mar,1,Others,1910,1,Unprovoked
Swimming & Diving,,NEW ZEALAND,Male,Mar,1,Others,1910,0,Unprovoked
Swimming & Diving,,USA,Male,Mar,1,Others,1910,0,Invalid
Boating,,AUSTRALIA,Male,Feb,1,Others,1910,0,Unprovoked
Others,,AUSTRALIA,Male,Jan,1,Others,1910,1,Unprovoked
Fishing,,USA,Male,Unknown,1,Others,1910,1,Invalid
Swimming & Diving,,PHILIPPINES,Male,Unknown,1,Great White Shark,1910,0,Unprovoked
Others,,USA,Male,Nov,1,Others,1909,0,Unprovoked
Air/Sea Disaster,,AUSTRALIA,Male,Dec,1,Others,1909,1,Unprovoked
Fishing,,AUSTRALIA,Male,Dec,1,Others,1909,0,Provoked
War Time,,INDONESIA,Unknown,Nov,1,Others,1909,1,Sea Disaster
Fishing,,USA,Male,Sep,1,Others,1909,0,Provoked
Fishing,,USA,Male,Aug,1,Others,1909,1,Unprovoked
Fishing,,USA,Male,Jul,1,Others,1909,0,Unprovoked
Swimming & Diving,16,USA,Male,Jul,1,Others,1909,0,Unprovoked
Wading,,MEXICO,Female,Jun,1,Others,1909,1,Unprovoked
Others,,SOUTH AFRICA,Male,Jun,1,Others,1909,1,Unprovoked
Fishing,,AUSTRALIA,Male,Jun,1,Others,1909,1,Sea Disaster
Fishing,,SPAIN,Male,Apr,1,Others,1909,0,Provoked
Wading,19,USA,Female,Apr,1,Others,1909,1,Invalid
Swimming & Diving,,TUNISIA,Male,Apr,1,Others,1909,1,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Female,Mar,1,Others,1909,1,Sea Disaster
Wading,36,,Male,Jan,1,Others,1909,1,Invalid
Fishing,,ITALY,Unknown,Jan,1,Others,1909,1,Invalid
Others,,AUSTRALIA,Unknown,Unknown,1,Others,1909,0,Unprovoked
Swimming & Diving,16,SOUTH AFRICA,Male,Dec,1,Others,1908,1,Unprovoked
Swimming & Diving,,MEXICO,Male,Dec,1,Others,1908,1,Unprovoked
Air/Sea Disaster,,AUSTRALIA,Male,Sep,1,Others,1908,1,Unprovoked
Fishing,,USA,Male,Sep,1,Others,1908,0,Unprovoked
Boating,,SPAIN,Male,Aug,1,Others,1908,1,Unprovoked
Others,,SPAIN,Unknown,Jul,1,Others,1908,1,Invalid
Boating,,CROATIA,Female,Jul,1,Great White Shark,1908,1,Unprovoked
Air/Sea Disaster,,EGYPT,Male,Jun,1,Others,1908,1,Unprovoked
Air/Sea Disaster,,USA,Male,Jun,1,Others,1908,1,Sea Disaster
Others,,PAPUA NEW GUINEA,Unknown,Jun,1,Others,1908,1,Sea Disaster
War Time,,INDONESIA,Unknown,May,1,Others,1908,1,Sea Disaster
Others,,USA,Male,May,1,Others,1908,1,Invalid
Fishing,,USA,Male,Jan,1,Others,1908,1,Unprovoked
Wading,,AUSTRALIA,Male,Dec,1,Bull Shark,1907,1,Unprovoked
Wading,,AUSTRALIA,Male,Oct,1,Others,1907,1,Unprovoked
Fishing,,CHINA,Male,Oct,1,Unknown,1907,0,Unprovoked
Fishing,,CHINA,Male,Oct,1,Unknown,1907,1,Unprovoked
Wading,,AUSTRALIA,Male,Oct,1,Others,1907,0,Unprovoked
Air/Sea Disaster,,HAITI,Male,Oct,1,Others,1907,0,Invalid
Fishing,,USA,Male,Oct,1,Others,1907,0,Unprovoked
Swimming & Diving,,ENGLAND,Male,Sep,1,Others,1907,0,Invalid
Swimming & Diving,,CROATIA,Female,Sep,1,Others,1907,1,Unprovoked
Swimming & Diving,,CROATIA,Female,Aug,1,Others,1907,1,Unprovoked
Swimming & Diving,,CROATIA,Male,Aug,1,Others,1907,1,Unprovoked
Wading,,USA,Male,Aug,1,Others,1907,0,Unprovoked
Swimming & Diving,,CROATIA,Female,Jul,1,Others,1907,1,Unprovoked
Others,,AUSTRALIA,Male,Jul,1,Others,1907,1,Invalid
Swimming & Diving,,USA,Male,Jul,1,Great White Shark,1907,0,Unprovoked
Wading,,MEXICO,Male,Apr,1,Others,1907,0,Unprovoked
Fishing,,USA,Male,Mar,1,Others,1907,1,Unprovoked
Fishing,,MALTA,Male,Mar,1,Great White Shark,1907,1,Unprovoked
War Time,,PHILIPPINES,Male,Feb,1,Others,1907,0,Unprovoked
Wading,55,NEW ZEALAND,Male,Feb,1,Others,1907,1,Unprovoked
Wading,18,AUSTRALIA,Male,Feb,1,Others,1907,1,Unprovoked
Fishing,20,VIETNAM,Male,Unknown,1,Others,1907,0,Unprovoked
Fishing,,USA,Male,Unknown,1,Others,1907,1,Unprovoked
Fishing,,JAMAICA,Male,Nov,1,Others,1906,0,Unprovoked
Others,,USA,Male,Oct,1,Others,1906,0,Unprovoked
Swimming & Diving,,USA,Male,Oct,1,Others,1906,1,Unprovoked
Swimming & Diving,,USA,Male,Oct,1,Others,1906,0,Unprovoked
Swimming & Diving,,USA,Male,Oct,1,Others,1906,1,Unprovoked
Swimming & Diving,,INDONESIA,Male,Sep,1,Others,1906,0,Unprovoked
Swimming & Diving,,INDONESIA,Male,Sep,1,Others,1906,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Sep,1,Others,1906,1,Unprovoked
Fishing,,USA,Male,Sep,1,Shortfin Mako,1906,0,Provoked
Swimming & Diving,,YEMEN,Male,Aug,1,Others,1906,0,Unprovoked
Air/Sea Disaster,,USA,Male,Aug,1,Others,1906,1,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Others,1906,1,Unprovoked
Others,,MOZAMBIQUE,Male,Jul,1,Others,1906,1,Invalid
Swimming & Diving,,INDONESIA,Male,Apr,1,Others,1906,1,Unprovoked
Fishing,,AUSTRALIA,Male,Apr,1,Others,1906,0,Provoked
Swimming & Diving,17,AUSTRALIA,Male,Apr,1,Others,1906,1,Unprovoked
Air/Sea Disaster,,INDONESIA,Male,Apr,1,Others,1906,1,Sea Disaster
Others,18,AUSTRALIA,Male,Apr,1,Others,1906,1,Invalid
Swimming & Diving,,NEW ZEALAND,Male,Feb,1,Others,1906,1,Invalid
Wading,,AUSTRALIA,Male,Jan,1,Others,1906,1,Unprovoked
Wading,30,SOUTH AFRICA,Male,Jan,1,Others,1906,1,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Dec,1,Great White Shark,1905,1,Unprovoked
Wading,,AUSTRALIA,Male,Dec,1,Unknown,1905,0,Invalid
Swimming & Diving,,AUSTRALIA,Male,Sep,1,Others,1905,1,Unprovoked
Fishing,,EGYPT,Unknown,Aug,1,Tiger Shark,1905,0,Invalid
Fishing,,USA,Male,Aug,1,Others,1905,0,Unprovoked
Wading,21,PHILIPPINES,Male,Aug,1,Others,1905,0,Unprovoked
Wading,16,USA,Male,Jul,1,Others,1905,1,Unprovoked
Others,8,ITALY,Male,Jul,1,Others,1905,1,Invalid
Fishing,,USA,Male,Jul,1,Others,1905,1,Unprovoked
Swimming & Diving,,USA,Male,May,1,Others,1905,0,Unprovoked
Swimming & Diving,26,SOUTH AFRICA,Male,Apr,1,Others,1905,1,Unprovoked
Wading,40,AUSTRALIA,Male,Mar,1,Others,1905,0,Unprovoked
Wading,,AUSTRALIA,Unknown,Mar,1,Others,1905,1,Invalid
Wading,23,AUSTRALIA,Male,Feb,1,Others,1905,1,Invalid
Wading,39,AUSTRALIA,Male,Jan,1,Others,1905,1,Invalid
Fishing,,USA,Unknown,Unknown,1,Others,1905,0,Boating
Boating,,PHILIPPINES,Male,Nov,1,Others,1904,0,Unprovoked
Air/Sea Disaster,,INDIAN OCEAN,Male,Oct,1,Others,1904,1,Unprovoked
Air/Sea Disaster,,CUBA,Male,Sep,1,Others,1904,1,Unprovoked
Boating,,CUBA,Male,Aug,1,Others,1904,1,Unprovoked
Boating,,USA,Male,Jul,1,Others,1904,0,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Others,1904,1,Unprovoked
Swimming & Diving,,ITALY,Male,Jul,1,Others,1904,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Feb,1,Others,1904,1,Unprovoked
Swimming & Diving,30,NEW ZEALAND,Male,Feb,1,Others,1904,1,Unprovoked
Wading,,NEW CALEDONIA,Male,Jan,1,Others,1904,1,Unprovoked
Swimming & Diving,,USA,Male,Unknown,1,Others,1904,0,Invalid
Wading,,PHILIPPINES,Male,Unknown,1,Others,1904,0,Unprovoked
Swimming & Diving,,USA,Male,Unknown,1,Others,1904,1,Unprovoked
Air/Sea Disaster,,CUBA,Male,Oct,1,Others,1903,1,Unprovoked
Fishing,,USA,Male,Sep,1,Others,1903,0,Unprovoked
Swimming & Diving,28,FALKLAND ISLANDS,Male,Jul,1,Others,1903,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Jun,1,Others,1903,1,Unprovoked
Wading,,MEXICO,Male,May,1,Others,1903,1,Unprovoked
Air/Sea Disaster,,AUSTRALIA,Male,Mar,1,Others,1903,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Mar,1,Others,1903,1,Unprovoked
Others,,AUSTRALIA,Male,Jan,1,Bull Shark,1903,1,Unprovoked
Swimming & Diving,,CRETE,Male,Jun,1,Others,1903,1,Unprovoked
Fishing,,USA,Male,Unknown,1,Others,1903,1,Unprovoked
Swimming & Diving,30,NICARAGUA,Male,Dec,1,Others,1902,1,Unprovoked
Swimming & Diving,17,AUSTRALIA,Male,Nov,1,Others,1902,1,Unprovoked
Fishing,,USA,Male,Nov,1,Others,1902,0,Unprovoked
Swimming & Diving,,ITALY,Male,Aug,1,Others,1902,1,Unprovoked
Fishing,,CROATIA,Male,Aug,1,Others,1902,0,Boating
Fishing,,USA,Male,Aug,1,Others,1902,1,Unprovoked
Fishing,,ITALY,Male,Jul,1,Others,1902,0,Provoked
Swimming & Diving,,USA,Male,Jul,1,Others,1902,0,Provoked
Others,,PHILIPPINES,Male,Jun,1,Others,1902,0,Unprovoked
Swimming & Diving,,EGYPT,Male,Jun,1,Others,1902,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Apr,1,Others,1902,1,Invalid
Boating,,NEW ZEALAND,Male,Feb,1,Others,1902,0,Provoked
Fishing,,AUSTRALIA,Male,Jan,1,Others,1902,1,Unprovoked
Others,,SOUTH AFRICA,Male,Jan,1,Others,1902,1,Invalid
Swimming & Diving,16,AUSTRALIA,Male,Jan,1,Others,1902,0,Unprovoked
Wading,10,AUSTRALIA,Male,Dec,1,Others,1901,0,Unprovoked
Fishing,,PHILIPPINES,Male,Oct,1,Others,1901,0,Unprovoked
Swimming & Diving,,CYPRUS,Male,Sep,1,Others,1901,1,Unprovoked
Swimming & Diving,29,SOUTH AFRICA,Male,Jul,1,Great White Shark,1901,1,Unprovoked
Swimming & Diving,20,ITALY,Male,Jul,1,Others,1901,0,Invalid
Swimming & Diving,,YEMEN,Male,Jun,1,Others,1901,0,Invalid
Swimming & Diving,,PHILIPPINES,Male,Jun,1,Others,1901,0,Unprovoked
Wading,,AUSTRALIA,Male,Jan,1,Others,1901,1,Unprovoked
Wading,,USA,Male,Jun,1,Others,1901,0,Unprovoked
Wading,,AUSTRALIA,Male,Dec,1,Others,1900,1,Unprovoked
Swimming & Diving,30,SOUTH AFRICA,Male,Nov,1,Others,1900,1,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Oct,1,Others,1900,1,Invalid
Swimming & Diving,,AUSTRALIA,Male,Sep,1,Others,1900,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,1900,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,1900,0,Unprovoked
Wading,,USA,Male,Aug,1,Others,1900,0,Unprovoked
Swimming & Diving,,CROATIA,Male,Jul,1,Others,1900,1,Unprovoked
Fishing,,USA,Male,Jul,1,Others,1900,1,Invalid
Others,,USA,Unknown,Jul,1,Others,1900,0,Provoked
Fishing,,AUSTRALIA,Male,Jan,1,Others,1900,0,Unprovoked
Others,,USA,Male,Unknown,1,Others,1900,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Unknown,1,Others,1900,0,Unprovoked
Air/Sea Disaster,,AUSTRALIA,Male,Dec,1,Others,1899,0,Unprovoked
Air/Sea Disaster,,PHILIPPINES,Unknown,Nov,1,Others,1899,1,Sea Disaster
Swimming & Diving,,LIBYA,Male,Oct,1,Others,1899,0,Unprovoked
Swimming & Diving,,LIBYA,Male,Oct,1,Others,1899,1,Unprovoked
Swimming & Diving,,MEXICO,Male,Sep,1,Others,1899,1,Unprovoked
Fishing,,USA,Male,Aug,1,Mackerel Shark,1899,1,Provoked
Swimming & Diving,15,USA,Male,Aug,1,Others,1899,1,Unprovoked
Swimming & Diving,9,EGYPT,Male,Aug,1,Others,1899,0,Unprovoked
Wading,19,EGYPT,Male,Aug,1,Others,1899,0,Unprovoked
Wading,13,EGYPT,Male,Aug,1,Others,1899,0,Unprovoked
Air/Sea Disaster,,BAHAMAS,Male,Jul,1,Others,1899,1,Unprovoked
Fishing,,ITALY,Male,Jun,1,Others,1899,0,Provoked
Boating,,NEW ZEALAND,Male,Jun,1,Unknown,1899,1,Invalid
Swimming & Diving,,PHILIPPINES,Male,May,1,Unknown,1899,1,Invalid
Wading,,ITALY,Male,May,1,Others,1899,1,Unprovoked
Wading,13,AUSTRALIA,Female,Jan,1,Others,1899,1,Invalid
Fishing,,SOUTH AFRICA,Male,Unknown,1,Others,1899,0,Unprovoked
Boating,,USA,Male,Unknown,1,Others,1899,0,Boating
Fishing,,USA,Male,Unknown,1,Great White Shark,1899,0,Unprovoked
Air/Sea Disaster,,AUSTRALIA,Male,Dec,1,Others,1898,1,Unprovoked
Wading,,USA,Male,Oct,1,Others,1898,1,Unprovoked
Swimming & Diving,,,Male,Sep,1,Others,1898,0,Unprovoked
Swimming & Diving,,,Male,Sep,1,Others,1898,0,Unprovoked
Swimming & Diving,,USA,Male,Aug,1,Others,1898,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Unknown,Jul,1,Others,1898,1,Invalid
Swimming & Diving,24,YEMEN,Male,Jul,1,Others,1898,1,Unprovoked
Wading,22,YEMEN,Male,Jul,1,Others,1898,1,Unprovoked
Swimming & Diving,,CUBA,Male,Jul,1,Others,1898,1,Unprovoked
Boating,,NEW CALEDONIA,Male,Jun,1,Others,1898,1,Unprovoked
Air/Sea Disaster,,FIJI,Male,Apr,1,Others,1898,0,Sea Disaster
Swimming & Diving,,SRI LANKA,Male,Unknown,1,Others,1898,1,Unprovoked
Swimming & Diving,,CRETE,Male,Unknown,1,Others,1898,0,Invalid
Fishing,15,USA,Male,Unknown,1,Great White Shark,1898,0,Unprovoked
War Time,,CUBA,Male,Unknown,1,Others,1898,1,Unprovoked
Others,,JAMAICA,Female,Unknown,1,Others,1898,0,Unprovoked
Swimming & Diving,,CUBA,Male,Unknown,1,Others,1898,1,Unprovoked
Others,,USA,Male,Unknown,1,Others,1898,0,Unprovoked
Swimming & Diving,,YEMEN,Male,Jun,1,Others,1898,1,Unprovoked
Others,,USA,Male,Unknown,1,Others,1898,1,Sea Disaster
Fishing,,USA,Male,Dec,1,Others,1897,0,Provoked
Swimming & Diving,,MEXICO,Male,Oct,1,Unknown,1897,0,Invalid
Fishing,,MARSHALL ISLANDS,Unknown,Oct,1,Others,1897,1,Unprovoked
Fishing,,USA,Male,Sep,1,Others,1897,0,Provoked
Wading,,USA,Male,Sep,1,Others,1897,0,Unprovoked
Fishing,,SOUTH AFRICA,Male,Jul,1,Others,1897,1,Unprovoked
Swimming & Diving,,YEMEN,Unknown,Jun,1,Others,1897,1,Invalid
Swimming & Diving,,,Male,Mar,1,Others,1897,1,Unprovoked
Fishing,,USA,Male,Mar,1,Others,1897,1,Unprovoked
Others,,NEW ZEALAND,Male,Unknown,1,Others,1897,0,Unprovoked
Others,,EGYPT,Unknown,Unknown,1,Others,1897,0,Unprovoked
Fishing,,AUSTRALIA,Male,Dec,1,Others,1896,0,Boating
Wading,26,NEW ZEALAND,Male,Dec,1,Others,1896,1,Unprovoked
Others,,NEW ZEALAND,Male,Dec,1,Others,1896,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Nov,1,Others,1896,1,Unprovoked
Boating,,AUSTRALIA,Male,Nov,1,Others,1896,1,Unprovoked
Swimming & Diving,,SRI LANKA,Male,Sep,1,Others,1896,0,Unprovoked
Fishing,35,USA,Male,Jul,1,Others,1896,1,Unprovoked
Wading,,USA,Male,Jun,1,Others,1896,0,Unprovoked
Wading,11,AUSTRALIA,Male,Jan,1,Others,1896,1,Unprovoked
Swimming & Diving,,USA,Male,Unknown,1,Others,1896,1,Unprovoked
Wading,15,HAITI,Male,Unknown,1,Others,1896,0,Unprovoked
Wading,14,AUSTRALIA,Male,Dec,1,Others,1895,1,Unprovoked
Swimming & Diving,,BARBADOS,Male,Nov,1,Others,1895,0,Unprovoked
Fishing,,AUSTRALIA,Male,Nov,1,Others,1895,1,Unprovoked
Swimming & Diving,,CUBA,Male,Sep,1,Others,1895,1,Sea Disaster
Swimming & Diving,,YEMEN,Male,Sep,1,Others,1895,1,Unprovoked
Fishing,,USA,Unknown,Sep,1,Others,1895,0,Provoked
Swimming & Diving,26,USA,Male,Aug,1,Others,1895,1,Unprovoked
Fishing,,USA,Male,Aug,1,Others,1895,0,Unprovoked
Fishing,,JAPAN,Male,Jul,1,Others,1895,1,Unprovoked
Swimming & Diving,,,Male,Jun,1,Others,1895,0,Unprovoked
